run_id,episode_id,episode_index,model_name,move_idx,command,observation,score,moves,inventory,done,seed,timestamp,tokens_prompt,tokens_completion
bbc24590-8d25-4961-905c-31e571c0789a,fdcbb28f-0cd2-4637-8c74-8c9aa31998e1,0,gpt-4.1-mini,0,look,"look


West of House
You are standing in an open field west of a white house, with a boarded front
door.
There is a small mailbox here.

",0,0,,False,,2025-12-04T01:35:34.753511,679,1
bbc24590-8d25-4961-905c-31e571c0789a,fdcbb28f-0cd2-4637-8c74-8c9aa31998e1,0,gpt-4.1-mini,1,open window,"open window


You can't see any window here!

",0,0,,False,,2025-12-04T01:35:36.795436,715,2
bbc24590-8d25-4961-905c-31e571c0789a,fdcbb28f-0cd2-4637-8c74-8c9aa31998e1,0,gpt-4.1-mini,2,examine house,"examine house


The house is a beautiful colonial house which is painted white. It is clear that
the owners must have been extremely wealthy.

",0,0,,False,,2025-12-04T01:35:38.922981,734,3
bbc24590-8d25-4961-905c-31e571c0789a,fdcbb28f-0cd2-4637-8c74-8c9aa31998e1,0,gpt-4.1-mini,3,north,"north


North of House
You are facing the north side of a white house. There is no door here, and all
the windows are boarded up. To the north a narrow path winds through the trees.

",0,0,,False,,2025-12-04T01:35:40.849242,771,1
bbc24590-8d25-4961-905c-31e571c0789a,fdcbb28f-0cd2-4637-8c74-8c9aa31998e1,0,gpt-4.1-mini,4,west,"west


West of House
There is a small mailbox here.

",0,0,,False,,2025-12-04T01:35:42.784756,822,1
bbc24590-8d25-4961-905c-31e571c0789a,fdcbb28f-0cd2-4637-8c74-8c9aa31998e1,0,gpt-4.1-mini,5,open mailbox,"open mailbox


Opening the small mailbox reveals a leaflet.

",0,0,,False,,2025-12-04T01:35:44.992666,843,2
bbc24590-8d25-4961-905c-31e571c0789a,fdcbb28f-0cd2-4637-8c74-8c9aa31998e1,0,gpt-4.1-mini,6,get leaflet,"get leaflet


Taken.

",0,0,,False,,2025-12-04T01:35:47.076888,863,2
bbc24590-8d25-4961-905c-31e571c0789a,fdcbb28f-0cd2-4637-8c74-8c9aa31998e1,0,gpt-4.1-mini,7,read leaflet,"read leaflet


""WELCOME TO ZORK!

ZORK is a game of adventure, danger, and low cunning. In it you will explore
some of the most amazing territory ever seen by mortals. No computer should be
without one!""

",0,0,,False,,2025-12-04T01:35:49.134405,877,2
bbc24590-8d25-4961-905c-31e571c0789a,fdcbb28f-0cd2-4637-8c74-8c9aa31998e1,0,gpt-4.1-mini,8,open door,"open door


The door cannot be opened.

",0,0,,False,,2025-12-04T01:35:51.068893,937,2
bbc24590-8d25-4961-905c-31e571c0789a,fdcbb28f-0cd2-4637-8c74-8c9aa31998e1,0,gpt-4.1-mini,9,look,"look


West of House
You are standing in an open field west of a white house, with a boarded front
door.
There is a small mailbox here.

",0,0,,False,,2025-12-04T01:35:53.080040,955,1
bbc24590-8d25-4961-905c-31e571c0789a,fdcbb28f-0cd2-4637-8c74-8c9aa31998e1,0,gpt-4.1-mini,10,examine window,"examine window


You can't see any window here!

",0,0,,False,,2025-12-04T01:35:55.021304,996,3
bbc24590-8d25-4961-905c-31e571c0789a,fdcbb28f-0cd2-4637-8c74-8c9aa31998e1,0,gpt-4.1-mini,11,look,"look


West of House
You are standing in an open field west of a white house, with a boarded front
door.
There is a small mailbox here.

",0,0,,False,,2025-12-04T01:35:56.940989,1015,1
bbc24590-8d25-4961-905c-31e571c0789a,fdcbb28f-0cd2-4637-8c74-8c9aa31998e1,0,gpt-4.1-mini,12,open mailbox,"open mailbox


It is already open.

",0,0,,False,,2025-12-04T01:35:59.470115,1056,2
bbc24590-8d25-4961-905c-31e571c0789a,fdcbb28f-0cd2-4637-8c74-8c9aa31998e1,0,gpt-4.1-mini,13,look in mailbox,"look in mailbox


The small mailbox is empty.

",0,0,,False,,2025-12-04T01:36:01.516609,1073,3
bbc24590-8d25-4961-905c-31e571c0789a,fdcbb28f-0cd2-4637-8c74-8c9aa31998e1,0,gpt-4.1-mini,14,examine mailbox,"examine mailbox


The small mailbox is empty.

",0,0,,False,,2025-12-04T01:36:03.543457,1093,3
bbc24590-8d25-4961-905c-31e571c0789a,fdcbb28f-0cd2-4637-8c74-8c9aa31998e1,0,gpt-4.1-mini,15,north,"north


North of House

",0,0,,False,,2025-12-04T01:36:05.528235,1111,1
bbc24590-8d25-4961-905c-31e571c0789a,fdcbb28f-0cd2-4637-8c74-8c9aa31998e1,0,gpt-4.1-mini,16,east,"east


Behind House
You are behind the white house. A path leads into the forest to the east. In one
corner of the house there is a small window which is slightly ajar.

",0,0,,False,,2025-12-04T01:36:07.561899,1125,1
bbc24590-8d25-4961-905c-31e571c0789a,fdcbb28f-0cd2-4637-8c74-8c9aa31998e1,0,gpt-4.1-mini,17,open window,"open window


With great effort, you open the window far enough to allow entry.

",0,0,,False,,2025-12-04T01:36:09.811903,1173,2
bbc24590-8d25-4961-905c-31e571c0789a,fdcbb28f-0cd2-4637-8c74-8c9aa31998e1,0,gpt-4.1-mini,18,in,"in


Kitchen
You are in the kitchen of the white house. A table seems to have been used
recently for the preparation of food. A passage leads to the west and a dark
staircase can be seen leading upward. A dark chimney leads down and to the east
is a small window which is open.
On the table is an elongated brown sack, smelling of hot peppers.
A bottle is sitting on the table.
The glass bottle contains:
  A quantity of water

",0,0,,False,,2025-12-04T01:36:11.696493,1199,1
bbc24590-8d25-4961-905c-31e571c0789a,fdcbb28f-0cd2-4637-8c74-8c9aa31998e1,0,gpt-4.1-mini,19,take sack,"take sack


Taken.

",0,0,,False,,2025-12-04T01:36:13.792355,1307,2
bbc24590-8d25-4961-905c-31e571c0789a,fdcbb28f-0cd2-4637-8c74-8c9aa31998e1,0,gpt-4.1-mini,20,take bottle,"take bottle


Taken.

",0,0,,False,,2025-12-04T01:36:15.720764,1321,2
bbc24590-8d25-4961-905c-31e571c0789a,fdcbb28f-0cd2-4637-8c74-8c9aa31998e1,0,gpt-4.1-mini,21,score,"score
Your score is 10 (total of 350 points), in 21 moves.
This gives you the rank of Beginner.

",10,21,,False,,2025-12-04T01:36:17.879685,1335,1
bbc24590-8d25-4961-905c-31e571c0789a,fdcbb28f-0cd2-4637-8c74-8c9aa31998e1,0,gpt-4.1-mini,22,up,"up


You have moved into a dark place.
It is pitch black. You are likely to be eaten by a grue.

",0,0,,False,,2025-12-04T01:36:19.989302,1370,1
bbc24590-8d25-4961-905c-31e571c0789a,fdcbb28f-0cd2-4637-8c74-8c9aa31998e1,0,gpt-4.1-mini,23,down,"down


Kitchen

",0,0,,False,,2025-12-04T01:36:21.923763,1404,1
bbc24590-8d25-4961-905c-31e571c0789a,fdcbb28f-0cd2-4637-8c74-8c9aa31998e1,0,gpt-4.1-mini,24,light bottle,"light bottle


You can't turn that on.

",0,0,,False,,2025-12-04T01:36:23.940079,1416,2
bbc24590-8d25-4961-905c-31e571c0789a,fdcbb28f-0cd2-4637-8c74-8c9aa31998e1,0,gpt-4.1-mini,25,examine sack,"examine sack


The brown sack is closed.

",0,0,,False,,2025-12-04T01:36:25.953451,1434,3
bbc24590-8d25-4961-905c-31e571c0789a,fdcbb28f-0cd2-4637-8c74-8c9aa31998e1,0,gpt-4.1-mini,26,open sack,"open sack


Opening the brown sack reveals a lunch, and a clove of garlic.

",0,0,,False,,2025-12-04T01:36:27.933654,1452,2
bbc24590-8d25-4961-905c-31e571c0789a,fdcbb28f-0cd2-4637-8c74-8c9aa31998e1,0,gpt-4.1-mini,27,take lunch,"take lunch


Taken.

",0,0,,False,,2025-12-04T01:36:29.862258,1479,2
bbc24590-8d25-4961-905c-31e571c0789a,fdcbb28f-0cd2-4637-8c74-8c9aa31998e1,0,gpt-4.1-mini,28,take garlic,"take garlic


Taken.

",0,0,,False,,2025-12-04T01:36:31.768053,1493,2
bbc24590-8d25-4961-905c-31e571c0789a,fdcbb28f-0cd2-4637-8c74-8c9aa31998e1,0,gpt-4.1-mini,29,up,"up


You have moved into a dark place.
It is pitch black. You are likely to be eaten by a grue.

",0,0,,False,,2025-12-04T01:36:33.954290,1507,1
bbc24590-8d25-4961-905c-31e571c0789a,fdcbb28f-0cd2-4637-8c74-8c9aa31998e1,0,gpt-4.1-mini,30,down,"down


Kitchen

",0,0,,False,,2025-12-04T01:36:35.942324,1541,1
bbc24590-8d25-4961-905c-31e571c0789a,fdcbb28f-0cd2-4637-8c74-8c9aa31998e1,0,gpt-4.1-mini,31,light lunch,"light lunch


You can't turn that on.

",0,0,,False,,2025-12-04T01:36:37.878680,1553,2
bbc24590-8d25-4961-905c-31e571c0789a,fdcbb28f-0cd2-4637-8c74-8c9aa31998e1,0,gpt-4.1-mini,32,examine bottle,"examine bottle


The glass bottle contains:
  A quantity of water

",0,0,,False,,2025-12-04T01:36:40.133861,1571,3
bbc24590-8d25-4961-905c-31e571c0789a,fdcbb28f-0cd2-4637-8c74-8c9aa31998e1,0,gpt-4.1-mini,33,up,"up


You have moved into a dark place.
It is pitch black. You are likely to be eaten by a grue.

",0,0,,False,,2025-12-04T01:36:42.341406,1594,1
bbc24590-8d25-4961-905c-31e571c0789a,fdcbb28f-0cd2-4637-8c74-8c9aa31998e1,0,gpt-4.1-mini,34,light lamp,"light lamp
It's too dark to see!

",0,0,,False,,2025-12-04T01:36:44.329122,1628,2
bbc24590-8d25-4961-905c-31e571c0789a,fdcbb28f-0cd2-4637-8c74-8c9aa31998e1,0,gpt-4.1-mini,35,down,"down


Kitchen

",0,0,,False,,2025-12-04T01:36:46.337577,1646,1
bbc24590-8d25-4961-905c-31e571c0789a,fdcbb28f-0cd2-4637-8c74-8c9aa31998e1,0,gpt-4.1-mini,36,turn on lamp,"turn on lamp


You can't see any lamp here!

",0,0,,False,,2025-12-04T01:36:48.428432,1658,3
bbc24590-8d25-4961-905c-31e571c0789a,fdcbb28f-0cd2-4637-8c74-8c9aa31998e1,0,gpt-4.1-mini,37,look,"look


Kitchen
You are in the kitchen of the white house. A table seems to have been used
recently for the preparation of food. A passage leads to the west and a dark
staircase can be seen leading upward. A dark chimney leads down and to the east
is a small window which is open.

",0,0,,False,,2025-12-04T01:36:50.592841,1679,1
bbc24590-8d25-4961-905c-31e571c0789a,fdcbb28f-0cd2-4637-8c74-8c9aa31998e1,0,gpt-4.1-mini,38,west,"west


Living Room
You are in the living room. There is a doorway to the east, a wooden door with
strange gothic lettering to the west, which appears to be nailed shut, a trophy
case, and a large oriental rug in the center of the room.
Above the trophy case hangs an elvish sword of great antiquity.
A battery-powered brass lantern is on the trophy case.

",0,0,,False,,2025-12-04T01:36:52.757301,1754,1
bbc24590-8d25-4961-905c-31e571c0789a,fdcbb28f-0cd2-4637-8c74-8c9aa31998e1,0,gpt-4.1-mini,39,get lantern,"get lantern


Taken.

",0,0,,False,,2025-12-04T01:36:54.663053,1845,2
bbc24590-8d25-4961-905c-31e571c0789a,fdcbb28f-0cd2-4637-8c74-8c9aa31998e1,0,gpt-4.1-mini,40,turn on lantern,"turn on lantern


The brass lantern is now on.

",0,0,,False,,2025-12-04T01:36:56.615200,1859,3
